player_id,player_name,ERA,FIP,WHIP,K9,BB9,HR9,KBB,QS,GS,year
11284,조이현,5.4,5.590070000000001,1.46,2.314,0.0,1.543,99.99,0.0,3.0,2025
11308,고영표,3.3,3.141,1.24,8.609,1.677,0.559,5.1333,20.0,26.0,2025
11310,박세웅,4.93,3.8371,1.48,8.739,3.025,0.84,2.8889,12.0,28.0,2025
11318,엄상백,6.580000000000001,5.36781,1.79,8.256,4.24,1.45,1.9474,2.0,16.0,2025
11353,구창모,2.51,2.27911,1.1899999999999995,11.301999999999998,1.884,0.628,6.0,0.0,3.0,2025
11379,최원태,4.92,4.59263,1.44,7.89,3.692,0.941,2.1373,8.0,24.0,2025
11394,배제성,5.67,3.85568,1.8100000000000005,7.667,3.667,0.667,2.0909,0.0,5.0,2025
12565,최성영,6.230000000000001,5.69976,1.89,6.231,5.287,1.133,1.1786,0.0,6.0,2025
12852,최원준,4.71,5.69808,1.34,5.215,3.196,1.514,1.6316,5.0,16.0,2025
12885,문용익,3.14,4.58143,1.4,9.733,5.965,0.942,1.6316,0.0,2.0,2025
12908,손주영,3.41,3.4925000000000006,1.32,7.764999999999999,2.882,0.471,2.6939,14.0,27.0,2025
12928,윤성빈,7.67,3.89271,1.7,14.667,6.667,1.0,2.2,0.0,1.0,2025
12930,나균안,3.87,4.215,1.41,7.601999999999999,3.277,0.852,2.32,9.0,26.0,2025
12944,김건국,6.85,6.60994,1.65,6.065,3.326,2.152,1.8235,0.0,6.0,2025
13057,김주온,27.0,34.8186,6.0,27.0,54.0,0.0,0.5,0.0,1.0,2025
13061,곽빈,4.2,3.7101,1.25,8.808,3.375,0.741,2.6098,7.0,19.0,2025
13072,김민규,4.66,6.9083,1.55,5.586,5.586,0.931,1.0,0.0,1.0,2025
13085,신민혁,4.77,5.17697,1.32,5.727,1.773,1.568,3.2308,5.0,28.0,2025
13092,김선기,5.65,5.79428,1.83,4.962,5.423,0.692,0.9149,0.0,8.0,2025
